Id,name,p1,p2,p3,c1,c2,c3,e1,e2,e3,p4,C4,seed,pool,rtype,round,rival,bye,IMG
19154428,Sick!,DS Beasty YT,JWeyts,billy,,Belgium,United Kingdom,DS Beasty YT,T.tvJWeyts,uncle bill 77,,,14,1,Swiss Stage,Round 2,Geekay Esports,FALSE,https://images.start.gg/images/team/2485320/image-7d9ce03540672496c82a930043fc4956.png?ehk=c2kW%2F6it8ZHIAcab7DCApXdtZmCBQnJpe9VSYvs2kZE%3D&ehkOptimized=MgY2FI8pY90dzJvcKO%2FpE%2Fl4zdoE%2BTQpFMJBt6zqFTg%3D
19134580,Chippy Chips,Wozyen,Chippy,Jup,Norway,United Kingdom,Norway,wozyen.,ChippyRL,Jup_Jup_,,,15,1,Swiss Stage,Round 4,Caliente,FALSE,https://images.start.gg/images/team/2584851/image-046fe59cccd1128f126b49a3159c6e28.png?ehk=Bc6wOHpgATOgIOma%2FHG3Z1A%2F6Rcj0dIVvdR2P7wQCBE%3D&ehkOptimized=k1Tzxb%2BSXD54oyZ3UWE8PVCMd%2BhJGjpwLNTcFL%2BDu0M%3D
19133115,Three Aces,Scream,Iryzer,Scrub Killa,Germany,France,United Kingdom,xScreamRL,Iryzer,ScrubKilla1337,,,16,B1,Loser Bracket,Losers Round 6,Eighty6 Esports,TRUE,
19153873,Atom Unity,xEpt.,velocity,vorce,Bulgaria,United Kingdom,United Kingdom,xEpta.,velocityrll,Vorceful. シ,,,17,2,Swiss Stage,Round 5,Sick!,FALSE,https://images.start.gg/images/team/2588464/image-33c52de305cff691b9650b4f1bc2748b.png?ehk=3ka%2BbFYsKN%2BXbD1TLz7Fh6dCVDvbIhUL71oucDIHMJ4%3D&ehkOptimized=1AFXW%2Fn8xC7ksIJtIBGSlmj0QXQyXgWUk9wykSlNOJc%3D
19154342,Bad News Lions,Ringa,Glfty,ray,,United Kingdom,Morocco,Ringa ぅ,Glfty,ray.-_-,,,18,1,Swiss Stage,Round 4,F4WD,FALSE,
19144897,Team TSK,Thyyder,Elexit,Kérian,France,France,France,Thyyder.,Elexit RL,Kérian.,,,19,B3,Loser Bracket,Losers Round 6,OGC FC,TRUE,
19153434,DOJO,Tr3bla,Ne0n,rizun,Denmark,Germany,United Kingdom,Tr3blaAlbert,Ne0nRL,R1ZUN.,,,20,B4,Loser Bracket,Losers Round 5,Perro y Sánchez,TRUE,
19162218,Cashonly,Skyrix,Kwazz,dayyshift,France,France,Germany,Skyrix_rl,Kwazz.,dayyshift,,,21,2,Swiss Stage,Round 5,RRG,FALSE,
19083837,Team HSK,Cb,aEthxn,Pluvo,United Kingdom,United Kingdom,United Kingdom,Cb_RL,aEthxn,Pluv0,,,22,1,Swiss Stage,Round 5,F4WD,FALSE,
19139914,Stellar Young Guns,matsgrey,Icon,Cocoo,Denmark,United Kingdom,Spain,matsgrey,icon935,wicked cocoo,,,23,B2,Loser Bracket,Losers Round 6,Chippy Chips,TRUE,
19147044,Maestros,Syracks,šedou,monkeymode,Czech Republic,,Netherlands,Syraxiik,sedou.,FrankOceanFan83,,,24,B1,Loser Bracket,Losers Round 6,Nebulous Esports,TRUE,
19107973,EyeOfRah,Naish,MonkiAero,Dmy.,United Kingdom,United Kingdom,Germany,Naish10,MonkiAero,Dmyy.,,,25,2,Swiss Stage,Round 5,Ascend,FALSE,https://images.start.gg/images/team/2532179/image-9c86d8ccc53fa99de15cabec82e90e2c.png?ehk=TJUz%2B3EoGRGfvalIyAqjLExl%2F88TGpANJTs3nQqsbbc%3D&ehkOptimized=h8OGPhE9DvrMspSyMD1zgQ9x9RbJueiNMGWIx9pvLSE%3D
19116262,Super Team,Fairy Peak!,Chausette45,WhiiskyDrink,France,France,France,FairyPeak,Chausette45,Don PISKY,,,26,B2,Loser Bracket,Losers Round 5,Chippy Chips,TRUE,https://images.start.gg/images/team/2508497/image-d754e50efa4b4d4cc33c6a7b46af3667.jpg?ehk=DGkw%2FlFJmUVGYu6m3qUjA2b0qse%2FUyNnbzXmkezERN4%3D&ehkOptimized=Dgz7HCDu3hqaDWJsvA1H5j0xf%2BMUv2%2FowKLrDoxH3BY%3D
19132686,Scald eSports,Mimillo Sama,fleikoo,Reeyko,,France,France,Mimillo Sama,ova fleiko fan,ReeykoRL,,,27,B3,Loser Bracket,Losers Round 5,Ananas Gang,TRUE,https://images.start.gg/images/team/1877165/image-c6134e9b1f0c09fed5fa15aa69c37660.png?ehk=zobz4htWJZwXJiVfO%2FPXdskin0%2BK7%2FXxVR6ttmNf81o%3D&ehkOptimized=66HYOPxCrmSmOmgjCGFIVinZtow4lZSUis8IFfngr%2Fs%3D
19067580,Jopie,Marmoan,Minkey,Shice,Netherlands,Netherlands,Netherlands,Marmoan.,Mickeyy0305,ShiceSpice,,,28,B4,Loser Bracket,Losers Round 5,Cashonly,TRUE,https://images.start.gg/images/team/2501844/image-ee587f4441b261985198e8987c789d1b.jpg?ehk=aaUqf5HWmosHrC4N7FbUpxShmrqhAMz%2FCHNRw8KLBB8%3D&ehkOptimized=skoqYNPZtJZ24w91LJ5cw6RbBuImWi0VlDD9WiWr02Y%3D
19155932,NXT,Keks.,boa,MD,Germany,United Kingdom,Germany,alcorsa007,boacito.,NotMD_RL,,,29,B4,Loser Bracket,Losers Round 4,Jopie,TRUE,
19128494,Here Boom Demo,Jort,mystzi,ISaaC,Netherlands,United Kingdom,United Kingdom,Jort.K,mystzi,isaaaaac.,,,30,B3,Loser Bracket,Losers Round 3,WWLC (Winners Win Losers Complain),TRUE,
19153011,Bloom RL eSports,Pander,Viktor,Kungen,Sweden,Sweden,Sweden,Pander27,Viktor -,Speedinović,,,31,B2,Loser Bracket,Losers Round 3,Jalada,TRUE,
19132855,Eighty6 Esports,Smashy,Lasa,Shila,,Spain,,smashƴ,t.tv LasaRL,shilarl_,,,32,1,Swiss Stage,Round 4,Synergy,FALSE,
19157373,Prime Yappy Nappie,Stade,Defzzy,Bolt.,Sweden,Netherlands,Norway,SStade05,Defzzy_,boltt_rll,,,33,A32,Loser Bracket,Losers Round 2,VentuCorp eSports,TRUE,
19065195,Ambys,Mentor.,HMO,aystrow,Saudi Arabia,Saudi Arabia,France,0Mentor,Farrash.,Damso on top,,,34,B2,Loser Bracket,Losers Round 5,Tier 1 Workbench,TRUE,https://images.start.gg/images/team/2531724/image-649fb1ae5326acdd9923a52161943c34.jpg?ehk=etiYnSd6KsP6M2ToJRTu1KeeogKo533HuNOC1qAD9cI%3D&ehkOptimized=x3bghbCej5uORgLUyFDFVsNY%2Bid8gRsgy2jKFaZmr88%3D
19092127,les payots,breyyn,clsk-,Maaivy,France,France,France,brxyyn,ZKR59-,Maaivy,,,35,B3,Loser Bracket,Losers Round 5,OGC FC,TRUE,
19089223,LLHonved,Mstr.,meshinn,bibbaba,Hungary,Hungary,Hungary,x Mstr rl,mshsmurf,bibbaba,,,36,2,Swiss Stage,Round 3,EvozA Esport,FALSE,
19159798,Perro y Sánchez,Nacheete,Rife31,,Spain,Spain,,Nacheete.,Rife_31,,,,37,B4,Loser Bracket,Losers Round 6,Cashonly,TRUE,https://images.start.gg/images/team/2510274/image-dfe81d9dfa12bca516a958a43ee7eb5f.jpg?ehk=vdY87jVgibrEbsyajZ06XP9ezMC2thAA4KTUcH%2BuD%2FI%3D&ehkOptimized=TM9h%2BxITKa6pL9Rsck8puxq4BdmSbam6IddMXI0sUgg%3D
19137477,Les PuPuces,agaliank,Nickbeast,AnoriQ,France,,France,AgaliankRL,nickbeast-.-,AnoriQ.,,,38,B3,Loser Bracket,Losers Round 5,Team TSK,TRUE,https://images.start.gg/images/team/2586465/image-3a4f3f10e12685c5c5d39d8bb608ae0f.png?ehk=BV2lBXXghCp0glFNGdaT0tqnnx6c1CVIK8vP6xubcnM%3D&ehkOptimized=kdWPpwdZEGMc3%2FgZrOY%2F3f%2Fh%2BwRmL64tatLylTETsos%3D
19147896,Jalada,Wilfred,Killero.ツ,Aizen,Spain,Spain,Spain,WilfredRL,Killero13_,Mingolism,,,39,B2,Loser Bracket,Losers Round 4,DSQ Esports,TRUE,
18649679,Newd eSport,Xelty,Braax,NeoXsyV2,France,France,Belgium,XeltyRL.,Braaxxouu,NeoXsyyV2,,,40,B1,Loser Bracket,Losers Round 4,Ahjin,TRUE,https://images.start.gg/images/team/2440747/image-d952f1de79c085a8c38fb817d11dea90.jpg?ehk=cKktUu6WOxp0chlChrNf0tewGrw3gcEFu28V24yCJZ8%3D&ehkOptimized=YqtiZNiZApfTNO4ygi%2BZPybu2zTK317XDqQ8om6x15s%3D
19057200,ReckenRockets,Zeddo,Pindroy,Vano,Germany,Germany,Germany,ZeddoRL,Pindroy,VanoRL,,,41,B1,Loser Bracket,Losers Round 5,Eighty6 Esports,TRUE,https://images.start.gg/images/team/2576054/image-fb07898ff400a9e1a453da2914d12157.jpg?ehk=dAMWyKWZ5crz48li2OkNla0acd4gB8cwbDi0TGA2TZg%3D&ehkOptimized=Xvc0E4ppqZknk5YBRkuerfXDef85cXzkzxzhcaLBhNs%3D
19038036,washed up boys,k1rn,Mercy,Ethzn.,United Kingdom,United Kingdom,United Kingdom,kıeran,Mercyyy.,Ethzn.,,,42,B2,Loser Bracket,Losers Round 3,MiBolle,TRUE,
19147258,OGC FC,Zamberg,flexx,Jepsidepsi,Sweden,Sweden,Denmark,Zamberg,flexxRL123,Mincherl,,,43,1,Swiss Stage,Round 3,Bad News Lions,FALSE,
19157368,Leftovers,Tyr,Kekkoz,nikzz,United Kingdom,Italy,,Ppristryonyl,Kekkoz -.-,nikzzRL,,,44,B4,Loser Bracket,Losers Round 5,LLHonved,TRUE,
19161840,Critical scran,Thooberr,Stat.,Dabbe,United Kingdom,United Kingdom,Sweden,Thooberr_,Statッ,dabberll_,,,45,B4,Loser Bracket,Losers Round 1,Jopie,TRUE,
19155123,Esport BERG,Phliip.,Barou,InFamous,Germany,Germany,North Macedonia,Phliiip.,Barou.rl,InFam0usRL,,,46,A19,Loser Bracket,Losers Round 6,Team Floepapa,TRUE,https://images.start.gg/images/team/2507384/image-297a2697c0f5e6f7ce3d4debfcbf8c58.png?ehk=BFAtg2d5g7UnXz7IC%2F%2B4bQpCj9NT2fPOescPxYNI0a4%3D&ehkOptimized=sgHGv9uWfid%2BMem2gOJGwAbX2O%2Bx6n4WfT9G4QK9FWI%3D
19087998,MiBolle,Tms,klap,forevergully7,Italy,Italy,Italy,Tmesseee,kla1_,nonchalantplayer,,,47,B2,Loser Bracket,Losers Round 4,Chippy Chips,TRUE,https://images.start.gg/images/team/2581120/image-56fc248c6469bafd15d29c748d3e2683.png?ehk=aDwtpv4RzygK9ilZiA%2BwZECkLgv%2B1ZPVuksepy0D8XI%3D&ehkOptimized=ezSJWPKEWcfd0YvKfYh2tek4Odjoesk7v8ea006t%2Bk4%3D
19161355,Nebulous Esports,DantroneX,Chronomia,Ronaky,Spain,France,Denmark,Dantrone_X,chronomia,Ronaky,,,48,2,Swiss Stage,Round 3,EyeOfRah,FALSE,https://images.start.gg/images/team/2512994/image-247e2e8c627f950f4f8af9eeb302ca5e.png?ehk=vQRLGyRM9EEW5ynf43MTiBf9P%2B4nJ4Oan4VzWmoQTdA%3D&ehkOptimized=3iclL1CEmjkmqJ%2FY9AcA9k9J0fCd%2FMi5Ka2b23Iozl4%3D
19152520,BNJ,NoXt,Leambu.,Jonix!,France,France,Spain,NoXt-,lexmbu,JJonix.,,,49,B1,Loser Bracket,Losers Round 4,Nebulous Esports,TRUE,
19157027,123,RLm7md,Cxrtex,vadyy.,France,,Portugal,RLm7mdw,exnidツ,vadyy.,,,50,1,Swiss Stage,Round 3,Chippy Chips,FALSE,
19155395,Ananas Gang,sml.,Seboraahh,visaac.,Spain,France,Spain,vodafone milos,Seboraah,visaac.,,,51,B3,Loser Bracket,Losers Round 6,Seleçao,TRUE,
19149381,Baguette Vikings,AluRL,Banjae,bruhkay,France,Denmark,Norway,µaluuµ,itsBanjae,bruhkay.,,,52,A13,Loser Bracket,Losers Round 5,gli sticchi,TRUE,https://images.start.gg/images/team/2587721/image-6f2fad6002d6d13af230b3bc487bb9af.jpg?ehk=8J%2Bryz6ZiKl%2FgXw2fgINryCxIuFGVJYAIdVSXl9645k%3D&ehkOptimized=N1VKKdMczWVzW6oTWZUQQCBZmJDmB3TNbGCFx0xhzjY%3D
19122413,Doublerino,Sikerino.,Daiki,Darkrai,Germany,Netherlands,United Kingdom,HelplessBee317,BiljardBalNmr3,DeepLion715,,,53,B4,Loser Bracket,Losers Round 4,Leftovers,TRUE,https://images.start.gg/images/team/2582910/image-cdf26e5e87e6c03e9b8aa6f7204e4868.jpg?ehk=U2gR7nx1hiF%2FXA4e7Gukt3SIxHudMl4d6Cz2HwEe7l4%3D&ehkOptimized=GYhbllaCsDtThHiG8q0quT56dSzi3narkUtvad8st5E%3D
19156868,Retired B Ballers,.DJ. | Luke.,Milne,Asik,United Kingdom,United Kingdom,United Kingdom,luke._rl,Milne._,Asikeu,,,54,B3,Loser Bracket,Losers Round 1,Palyanytsya,TRUE,
19061962,Hullingham Birmiversity,maj10,Serya,Jeddl,United Kingdom,United Kingdom,United Kingdom,M A J,Serya.,Jeddl,,,55,B2,Loser Bracket,Losers Round 2,Los Hombres de Paco,TRUE,
19035936,Godalions LTXAcademy Coaching,Jeyer,SaphiiX,Khan,Norway,Denmark,United Kingdom,jeyerr,saphiix-,LwgKhanRL,,,56,B1,Loser Bracket,Losers Round 1,MGA Esport,TRUE,https://images.start.gg/images/team/2504117/image-bd725471a2c9bcb08ff0ba3827328a64.png?ehk=jXhCugusA3kxSZEug7%2Fup9iYRDK2T6dobTi2OnZeq%2FE%3D&ehkOptimized=LHwNo1%2F1N2JWaZyZdmRqx2sQGRZtoZHQAGiOS%2BaY4Z4%3D
19148117,L'antique espoir,Atypeak,Hawapo,Zaragou,France,Belgium,France,Atypeak.V2,Hawapo,Zaragou 瓶子,,,57,B1,Loser Bracket,Losers Round 1,HAD,TRUE,
19020503,Thumbs up,Berserk,Hodge,lukekapo,United Kingdom,United Kingdom,United Kingdom,Berserk._._,Hodge66,lukekapo,,,58,B2,Loser Bracket,Losers Round 4,Plegue y sus colegas,TRUE,
19074113,milkmen,mernoh,Nozai,Surf,United Kingdom,United Kingdom,United Kingdom,mernohdaghost,Nozai10,charliesurfsigma,,,59,B3,Loser Bracket,Losers Round 1,CrossbarMerchants,TRUE,
19094466,Bonk!,Nxko,Dxno,kaan,,Austria,Germany,NxkoRL,dno._.,Kaaan.38,,,60,B4,Loser Bracket,Losers Round 5,farming simulator,TRUE,
19044487,Save by the Keeper!,Sn0man,Senjisk,HiddenAY,United Kingdom,France,,SunnyRooster4802,Senjisk,HiddenAY on pc,,,61,B4,Loser Bracket,Losers Round 1,AT6,TRUE,
19107306,teo lilian nico mateo,flikkas,nx,poker,France,France,France,flikkas,Neyr0x.,poker ヤギ,,,62,B3,Loser Bracket,Losers Round 4,Les PuPuces,TRUE,
19088975,Lilmix,DaSnake,Reshiram,Reevo,Sweden,France,Belgium,dasnakexd,PnK Fr3eSsTyLe,ReevoRL1,,,63,B2,Loser Bracket,Losers Round 3,Thumbs up,TRUE,https://images.start.gg/images/team/2529865/image-69dd7e3869699b87fa2e5ba59dddb840.jpg?ehk=aaPXdaDM1%2FXdpEpO1ihyiEflYyZA9MPAMG2f2UambKQ%3D&ehkOptimized=60JIQZwCL7rKsbRbo75TGbsdFny%2FRGDWBgxO%2BboK%2BoE%3D
19154383,Iced out Ballers,Krabby!,TIEGE,revrze11,United Kingdom,United Kingdom,United Kingdom,Krabbyヅ,tiege.,god of 1s.,,,64,B1,Loser Bracket,Losers Round 5,Maestros,TRUE,
19161361,Ahjin,acqua,drakster,Nesyy,France,France,France,acqxaa,yosh pied carré,nesyyxznn,,,65,B1,Loser Bracket,Losers Round 5,Three Aces,TRUE,
18995492,DSQ Esports,Jazz.,Serve,Tyyyyy18,United Kingdom,United Kingdom,United Kingdom,Jazz_RL,ServeRL,TiveDive,,,66,B2,Loser Bracket,Losers Round 5,Bad News Lions,TRUE,https://images.start.gg/images/team/2420125/image-1b761503734bc312fd3186eae4d8d43c.png?ehk=dfKW9KeA3JzkT8u5l2r79y3vRT5lqyBoiRczv28SD7s%3D&ehkOptimized=4kccyZFANe2QWHIe%2Fw75sKlfC5f6cqPZHI%2B3onzg1%2FY%3D
19156831,EvozA Esport,Nolta,Shuuya.,Tømio.,,France,France,Noltaa_,Shuuya.rl,tomiorl,,,67,2,Swiss Stage,Round 4,RRG,FALSE,https://images.start.gg/images/team/2481711/image-6bb7105ae221024bfb0296bc24a6046c.png?ehk=6mVXTkIjKVDtDSiVXq2pjQREGjAeorO8d%2B9MQKVQpd8%3D&ehkOptimized=Yg9uFOD%2BfCFD5bYlc0noSX9mYLXkr1ZM7UAJsEFMgi0%3D
19154610,rip seeding,cursate,CookieRL9,Slothy.,Germany,Germany,United Kingdom,cursate,Cookie.EU,ttv_honque1,,,68,B4,Loser Bracket,Losers Round 1,Dawn,TRUE,
19155579,Quick Esports,Wlowns,imatthew55,Neko,Norway,Netherlands,Norway,BlueMonkey442,xatthew_,xNekoism,,,69,A5,Loser Bracket,Losers Round 2,Driv IL Octane,TRUE,https://images.start.gg/images/team/2493201/image-e4ec8594bf8297d7bc0f169e2aa123ad.jpg?ehk=snu%2FsZ7sZ40i3Wy94qgoiPz%2FnZkKmZkLHoSLAFK3H10%3D&ehkOptimized=MSoudFL7vpH%2F22jvNOIFQKv5QEkvNt0EePqcrqdybUs%3D
19160357,Eyjafjallajökull,Noxvas,OSM,Jolly.,United Kingdom,,Poland,noxvas_,realOSM,Snwii.5,,,70,B3,Loser Bracket,Losers Round 3,teo lilian nico mateo,TRUE,
19112972,fish gaming,Renne,darnxi,vee,,United Kingdom,United Kingdom,renneー,darnxi,sevvyyn,,,71,B2,Loser Bracket,Losers Round 3,DSQ Esports,TRUE,https://images.start.gg/images/team/2520541/image-43fe575b0a68a2e67d8a7d78060d354f.png?ehk=8XkKgDR4AuSnWZVZZPx4zbjgHfR7PNzCvPUyz%2FqzgIk%3D&ehkOptimized=gK9STsuI1MfJLPaVfOtBOwdHuJT%2FYT0l8HHDbE87c4U%3D
19137790,Prophets of the Moyesiah,Seymour-,ToXx,Maarioo,United Kingdom,Czech Republic,,Seymour-,ToXxicko,Maarioo -_-,,,72,B1,Loser Bracket,Losers Round 1,Ruthless Unity,TRUE,https://images.start.gg/images/team/2586471/image-0d0bd961d4a5f4810ea2ffe2553fac1b.jpg?ehk=7Zzc6FyDM4ljKscZ0Y%2BzgY9U47Nrvq9C%2BZzO97CMjK4%3D&ehkOptimized=CWAMc5F6gp4huRsSsByvqlT%2B%2FRFsjoPqAqTb%2BdVsizk%3D
19094900,Yappy Nappie,Rukia,Haven,Mind,Sweden,Norway,France,Rukia.exe么,HavenRL ツ,Julian7576,,,73,A9,Loser Bracket,Losers Round 6,Godalions LTXAcademy Coaching,TRUE,
19154494,snoopdig,Gaspow,k3laer,Phocas,France,France,France,GaspowRL,k3laer,Phocas75,,,74,B2,Loser Bracket,Losers Round 4,Tier 1 Workbench,TRUE,
19161450,9livez,Snowzzee,Snask.,Primea,United Kingdom,Sweden,Estonia,Snowzzee,snaskszn,Primea,,,75,B3,Loser Bracket,Losers Round 1,Direct Hit,TRUE,https://images.start.gg/images/team/2590121/image-bac8968c99cf82a3e2ea8c212690314d.jpg?ehk=6xkcTGqU3GUWD7%2FyGQfHSgZXf%2F2qZYpmYNh9fjMq%2Buk%3D&ehkOptimized=JHMu%2FWpbkDM8l6zbz1iFsM3u2EZ%2FkxZMe7ZZtU9WcjY%3D
19147335,Dawn,Aiipa,Alyiuu,NKS,United Kingdom,Germany,Germany,Fyth_Knight,ColdMonkey700,NKS RL,,,76,B4,Loser Bracket,Losers Round 4,DOJO,TRUE,https://images.start.gg/images/team/2519794/image-bb74187246546e5316e22bc209c067b1.jpg?ehk=SBVtalrYfHQv08ILZ7jx6dGFAvour3q0N5KZH%2FZNjUU%3D&ehkOptimized=dKDxfAuyX49iQzgeMRBDGYOMnt%2BPwzF8eCz9pJZSo88%3D
19154228,FULL HARD GAMING,Salatos,Bloody.,Alty,Czech Republic,Czech Republic,Czech Republic,Salatos_rl,Bloody_TK,Âltÿ,,,77,B4,Loser Bracket,Losers Round 1,Wooka Esport,TRUE,
18998303,F for Friends,?tokyo,kuxir97,vieem,Croatia,Italy,Croatia,tokyodryft7,kuxir97,vieem.,,,78,B3,Loser Bracket,Losers Round 3,KokaTeam,TRUE,
19157058,Antony prime,Bxrchii,czudo,Codzzyy.,Germany,Poland,Norway,Bxrchii,czudoRL,Codzzyy,,,79,A15,Loser Bracket,Losers Round 5,Nanless,TRUE,
19133756,Yıldızların Altında,Kemals,emrxn,Loree,,Turkey,Turkey,KemalsRL,dynaaRL,µLoreeµ,,,80,B1,Loser Bracket,Losers Round 1,Olympe Esport,TRUE,
19157181,TVB,qTunderr,Vaunted,Brow,France,France,Belgium,qTunderr,vauntedd,BrowRL,,,81,B1,Loser Bracket,Losers Round 2,Ruthless Unity,TRUE,
19150675,Sentient Esports,MATEE10,LorisRaptor,Hartmann,,Luxembourg,Germany,MATEE10,LorisRaptor,Hartmann_RL,,,82,B2,Loser Bracket,Losers Round 3,Tier 1 Workbench,TRUE,https://images.start.gg/images/team/1591654/image-882c316e673c7a9d0ffe33ca03a60129.png?ehk=Cvf5papi6TSASDEQPeQFA544R3KDQOZaJ%2FZsvLHJkLw%3D&ehkOptimized=ZzrXDCYILvSMu%2BhjYWzL%2BHvKApcdpv40Y9IDGAHweOA%3D
